Ref_Date,GEO,FOOD,COM,Vector,Coordinate,Value
1976,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,53.10
1977,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,54.89
1978,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,58.75
1979,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,61.31
1980,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,60.31
1981,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,62.83
1982,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,61.43
1983,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,61.24
1984,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,63.37
1985,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,62.15
1986,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,64.34
1987,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,66.38
1988,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,63.88
1989,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,66.04
1990,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,68.85
1991,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,65.27
1992,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,69.33
1993,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.70
1994,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,71.12
1995,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,69.95
1996,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.66
1997,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.55
1998,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,73.70
1999,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.03
2000,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.47
2001,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,75.21
2002,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.99
2003,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,71.05
2004,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,70.07
2005,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,70.79
2006,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.19
2007,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,71.88
2008,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,69.29
2009,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,72.32
2010,Canada,Food available adjusted for losses,Total vegetables (excluding potatoes),v41886492,1.2.35,61.54
1960,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,58.44
1961,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,55.21
1962,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,57.59
1963,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,55.42
1964,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,55.69
1965,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,52.11
1966,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,52.85
1967,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,59.37
1968,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,55.15
1969,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,59.13
1970,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,56.84
1971,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,56.91
1972,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,56.84
1973,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,56.70
1974,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,56.41
1975,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,61.55
1976,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,60.23
1977,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,61.89
1978,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,63.84
1979,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,68.02
1980,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,64.93
1981,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,62.69
1982,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,63.02
1983,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,70.13
1984,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,63.53
1985,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,65.31
1986,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,70.00
1987,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,69.98
1988,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,64.00
1989,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,63.97
1990,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,65.15
1991,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,64.31
1992,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,70.01
1993,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,73.36
1994,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,73.10
1995,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,71.08
1996,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,71.65
1997,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,72.72
1998,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,71.88
1999,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,72.38
2000,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,72.36
2001,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,74.00
2002,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,70.88
2003,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,68.93
2004,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,68.00
2005,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,69.00
2006,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,67.88
2007,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,67.06
2008,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,64.81
2009,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,68.00
2010,Canada,Food available adjusted for losses,Fresh vegetables,v41356821,1.2.9,66.38
1960,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.30
1961,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,24.16
1962,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.47
1963,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.58
1964,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.03
1965,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.23
1966,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.10
1967,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,22.68
1968,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.14
1969,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.24
1970,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,24.50
1971,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,23.17
1972,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,22.91
1973,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,24.63
1974,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,25.34
1975,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,27.25
1976,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,29.12
1977,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,28.22
1978,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,30.20
1979,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,31.32
1980,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,31.87
1981,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,33.21
1982,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,32.03
1983,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,32.69
1984,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,33.14
1985,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,33.43
1986,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,34.71
1987,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,35.63
1988,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,33.32
1989,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,33.30
1990,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,35.25
1991,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,34.39
1992,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,36.87
1993,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,38.63
1994,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,37.98
1995,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,37.18
1996,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,37.95
1997,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,37.75
1998,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,39.12
1999,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,38.83
2000,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,38.88
2001,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,40.23
2002,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,39.36
2003,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,38.08
2004,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,38.11
2005,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,39.58
2006,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,39.34
2007,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,39.14
2008,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,37.41
2009,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,40.62
2010,Canada,Food available adjusted for losses,Fresh vegetables (excluding potatoes),v41886493,1.2.36,39.68
1960,Canada,Food available adjusted for losses,Total processed vegetables,v41356822,1.2.10,11.13
1961,Canada,Food available adjusted for losses,Total processed vegetables,v41356822,1.2.10,11.31
1962,Canada,Food available adjusted for losses,Total processed vegetables,v41356822,1.2.10,11.90
1963,Canada,Food available adjusted for losses,Total processed vegetables,v41356822,1.2.10,11.73
1964,Canada,Food available adjusted for losses,Total processed vegetables,v41356822,1.2.10,11.76
